sID,trialNumber,response_times,correct_order,click_order,response_correct
65,27,"[1.181678599999941, 1.7998642999991716, 2.5316193999988172, 3.1151453999991645, 4.131792700000005, 4.747826199998599, 5.548106799999005, 6.0988195999998425, 6.581376999998611, 7.082111499999883]","[1, 6, 3, 0, 4, 0, 7, 6, 0, 8]","[1, 3, 1, 6, 4, 0, 4, 7, 0, 7]",False
66,1,"[1.2320670999997674, 3.032017599998653]","[6, 1]","[6, 6]",False
66,2,"[1.2319115999998758, 1.8814793999990798]","[5, 1]","[5, 1]",True
66,3,"[1.3317602000006445, 1.5486861000008503]","[6, 6]","[6, 6]",True
66,4,"[1.1818521000004694, 1.8987902000008035, 2.464785699999993]","[5, 8, 4]","[5, 8, 4]",True
66,5,"[1.1314261999996233, 1.898885500000688, 2.697917999999845]","[2, 7, 0]","[2, 7, 0]",True
66,6,"[1.2996574999997392, 2.115330399999948, 2.698146099999576]","[5, 8, 6]","[5, 8, 6]",True
66,7,"[0.7818317000001116, 1.5319973999994545, 2.4146598000006634, 3.114782299999206]","[5, 8, 3, 5]","[5, 8, 3, 5]",True
66,8,"[1.5649333000001207, 2.0822342000010394, 2.5988274999999703, 3.398352399999567]","[6, 2, 8, 3]","[2, 6, 8, 3]",False
66,9,"[1.165202299998782, 1.3655755999989196, 2.1815573000003496, 3.148183199999039]","[7, 7, 1, 0]","[7, 7, 1, 0]",True
66,10,"[0.9984026000001904, 7.1814310000008845, 7.38143940000009, 11.415087500001391, 12.048143400001209]","[4, 4, 8, 5, 5]","[4, 6, 6, 8, 5]",False
66,11,"[1.0820229000000836, 1.9498679999996966, 2.131387800000084, 3.04830370000127, 3.6314800000000105]","[8, 0, 0, 4, 2]","[8, 0, 0, 4, 2]",True
66,12,"[2.131575299999895, 2.7817021000009845, 3.3986808999998175, 4.031632700000046, 4.6818984000001365]","[1, 3, 7, 2, 5]","[1, 3, 7, 2, 5]",True
66,13,"[0.897596999999223, 2.065281799999866, 2.281637399999454, 3.5144780999999057, 4.315016900000046, 5.131359099999827]","[0, 8, 8, 3, 5, 6]","[0, 8, 8, 3, 5, 6]",True
66,14,"[1.2649852000013198, 2.265487300001041, 2.9319837000002735, 3.782074600001579, 4.431921200000943, 5.064955900001223]","[6, 8, 2, 7, 5, 1]","[2, 8, 6, 7, 5, 1]",False
66,15,"[2.7476993999989645, 3.4648240999995323, 4.3817417999998725, 5.03111379999973, 5.76482009999927, 6.514980099998866]","[0, 5, 6, 0, 7, 8]","[0, 5, 6, 0, 7, 8]",True
66,16,"[3.6319779999994353, 4.765116900000066, 7.7146075000000565, 11.614646399999401, 11.814864800000578, 14.03176429999985, 23.064830499999516]","[8, 3, 4, 1, 1, 4, 7]","[8, 3, 1, 4, 4, 7, 7]",False
66,17,"[4.147766899999624, 5.248320999999123, 5.814467899999727, 8.981535499999154, 10.647604899999351, 11.347855899999558, 12.048114199998963]","[7, 6, 3, 2, 8, 7, 3]","[3, 7, 4, 8, 4, 7, 3]",False
66,18,"[1.2319098000007216, 3.114958000000115, 11.431245100000524, 14.114437199999884, 14.31445309999981, 14.864730600000257, 15.281698300001153]","[7, 5, 5, 3, 3, 1, 7]","[7, 5, 1, 3, 3, 4, 7]",False
67,1,"[1.2983782999999676, 1.7315921999997954]","[2, 2]","[2, 2]",True
67,2,"[1.1818101000008028, 1.7826328000010108]","[3, 7]","[3, 7]",True
67,3,"[1.098908299998584, 1.7481563999990613]","[8, 1]","[8, 1]",True
67,4,"[1.2820468999998411, 2.4813381999993, 3.4317871000002924]","[6, 0, 8]","[6, 0, 8]",True
67,5,"[1.7337069000004703, 2.2320534999998927, 2.981857200000377]","[7, 4, 6]","[7, 4, 6]",True
67,6,"[0.882092100000591, 1.565035400000852, 2.3979393000008713]","[6, 2, 1]","[6, 2, 1]",True
67,7,"[1.182193799999368, 1.7318878000005498, 2.331807000000481, 3.1149669000005815]","[8, 5, 2, 4]","[8, 5, 2, 4]",True
67,8,"[0.9314411999985168, 1.4484711999994033, 2.0648606999984622, 2.7811096999994334]","[0, 7, 3, 0]","[0, 7, 3, 0]",True
67,9,"[1.048585999998977, 1.6815387999995437, 2.598624199999904, 3.4149682999996003]","[3, 1, 8, 2]","[3, 1, 8, 2]",True
67,10,"[1.0645877000006294, 1.732499400000961, 2.3480257999999594, 3.098608199999944, 3.6983844000005774]","[0, 1, 1, 8, 6]","[0, 1, 1, 8, 6]",True
67,11,"[0.7649299000004248, 1.181598600000143, 1.7321172000010847, 2.915479299999788, 3.565486700001202]","[3, 3, 7, 6, 8]","[3, 3, 7, 6, 8]",True
67,12,"[0.9816500000015367, 1.7155276000012236, 2.1650993000002927, 3.348537600000782, 4.164927300000272]","[4, 6, 5, 7, 2]","[4, 6, 5, 7, 2]",True
67,13,"[1.3484255000003031, 2.365315199998804, 3.248664099999587, 4.298332799999116, 5.298609499999657, 6.131084999999075]","[3, 5, 6, 3, 6, 0]","[3, 5, 6, 3, 6, 0]",True
67,14,"[1.181967499998791, 1.765266899999915, 2.4989385999997467, 3.064924799999062, 3.68225159999929, 4.198952699998699]","[7, 7, 6, 2, 6, 8]","[7, 7, 6, 2, 6, 8]",True
67,15,"[1.464882000000216, 2.765298399999665, 3.7988181000000623, 4.61530859999948, 5.181738299999779, 5.848335799999404]","[3, 6, 3, 5, 4, 6]","[3, 6, 3, 5, 4, 6]",True
67,16,"[1.164933000000019, 5.464848400000847, 6.7981923000006645, 7.848558499999854, 8.448133900001267, 9.015342600001532, 11.047783699999854]","[1, 2, 4, 2, 6, 2, 8]","[1, 4, 2, 6, 2, 8, 2]",False
67,17,"[4.132022899999356, 4.816827299999204, 6.031742099999974, 6.781437799998457, 7.448618399999759, 8.214440699999614, 8.981179299998985]","[6, 3, 6, 4, 1, 7, 2]","[6, 3, 6, 4, 7, 1, 2]",False
67,18,"[1.2486745000005612, 2.1487032000004547, 2.8816033999992214, 3.6654058000003715, 4.265183899999101, 5.131732699999702, 5.765210699999443]","[1, 8, 1, 6, 6, 3, 5]","[1, 8, 1, 6, 6, 3, 5]",True
67,19,"[1.0648431999998138, 1.8318519000004017, 3.082095899999331, 3.8159928000004584, 4.4483247000007395, 5.348145800000566, 6.515266899999915, 9.581256400000711]","[3, 5, 8, 2, 3, 4, 5, 2]","[3, 5, 8, 4, 3, 2, 5, 4]",False
67,20,"[0.9984330999996018, 1.9316089000003558, 2.665519799998947, 3.39836429999923, 4.331947700000455, 5.715075599999182, 6.316068000000087, 6.865099399999963]","[6, 3, 5, 8, 6, 7, 2, 4]","[5, 3, 6, 5, 8, 7, 2, 4]",False
67,21,"[2.8652511999989656, 3.5314168999993854, 4.1979582000003575, 4.714952299998913, 5.364976299999398, 5.982079199999134, 6.631787399999666, 7.133405999999013]","[2, 5, 1, 3, 3, 8, 0, 6]","[5, 2, 1, 5, 3, 8, 7, 6]",False
68,1,"[0.8151674000000639, 1.5487638999984483]","[1, 5]","[1, 5]",True
68,2,"[0.7151595999985148, 1.581599399998595]","[2, 1]","[2, 1]",True
68,3,"[0.7649082999996608, 1.2988504999993893]","[0, 4]","[0, 4]",True
68,4,"[0.6322525999985373, 1.315195199998925, 1.8480663999998796]","[6, 7, 1]","[6, 7, 1]",True
68,5,"[0.865088200000173, 1.431548799999291, 2.2163330999992468]","[0, 2, 4]","[0, 2, 4]",True
68,6,"[0.6480922999999166, 1.198429500000202, 1.8478230000000622]","[3, 5, 1]","[3, 5, 1]",True
68,7,"[0.8309554000006756, 1.5139981000011176, 2.1311643999997614, 2.84819890000108]","[2, 1, 7, 8]","[2, 1, 7, 8]",True
68,8,"[0.8150876999989123, 1.3648228000001836, 1.914909600000101, 2.5481953999988036]","[5, 6, 0, 7]","[5, 6, 0, 7]",True
68,9,"[0.7814509999989241, 1.3644043000003876, 2.098106600000392, 2.8316036999985954]","[5, 0, 2, 7]","[5, 0, 2, 7]",True
68,10,"[0.9985749999996187, 2.4648128999997425, 3.2153868000004877, 3.850134300000718, 4.24996850000025]","[5, 3, 8, 5, 5]","[5, 3, 8, 5, 5]",True
68,11,"[0.7149544999992941, 1.2987463999998, 1.8155043000006117, 2.1819142999993346, 2.748353400000269]","[0, 6, 8, 8, 1]","[0, 6, 8, 8, 1]",True
68,12,"[0.8487356000005093, 1.7653882000013255, 2.4145982999998523, 2.98187549999966, 3.898433300000761]","[1, 7, 2, 4, 8]","[1, 7, 2, 4, 8]",True
68,13,"[0.8651628999996319, 1.6318715999987035, 2.2814095999983692, 3.3149656999994477, 4.282209599999987, 5.06472119999853]","[3, 7, 1, 2, 5, 2]","[3, 7, 1, 2, 5, 2]",True
68,14,"[0.34825439999985974, 0.7987379999995028, 1.4154455999996571, 1.915053499998976, 2.414932099998623, 2.931233399998746]","[2, 7, 8, 5, 6, 2]","[2, 7, 8, 5, 6, 2]",True
68,15,"[0.6318681000011566, 1.0315864000003785, 1.4983706000002712, 2.0480255000002217, 3.1148259000001417, 3.7144806000014796]","[6, 0, 8, 4, 3, 0]","[6, 0, 8, 4, 3, 0]",True
68,16,"[1.2822285000002012, 1.7482183000010991, 4.848275300000751, 5.514752099999896, 6.231661300000269, 6.764430500001254, 7.381057600001441]","[3, 3, 5, 4, 6, 0, 1]","[3, 3, 5, 4, 6, 0, 1]",True
68,17,"[0.8485602000000654, 1.6650346999995236, 2.08172199999899, 2.6314597000000504, 3.198799300000246, 3.9154830999996193, 4.298731900000348]","[4, 6, 6, 0, 7, 8, 8]","[4, 6, 6, 0, 7, 8, 8]",True
68,18,"[1.1145386999996845, 1.9319574000001012, 3.083138100000724, 3.8145746999998664, 4.480850699999792, 5.314757100000861, 6.097638600000209]","[2, 8, 2, 1, 0, 4, 2]","[2, 8, 2, 1, 0, 4, 2]",True
68,19,"[0.7817426000001433, 1.9151258999991114, 2.8818492999998853, 3.9318862999989506, 11.515042499999254, 11.981169099999534, 12.46479779999936, 13.031305299999076]","[6, 7, 5, 5, 6, 2, 7, 6]","[6, 7, 5, 6, 6, 2, 7, 6]",False
68,20,"[1.181351100000029, 2.13176729999941, 2.8477100000000064, 3.582104999999501, 4.98174839999956, 5.564827399999558, 7.431603799999721, 8.464800600000672]","[1, 5, 7, 0, 5, 8, 4, 4]","[1, 5, 0, 7, 0, 4, 5, 4]",False
68,21,"[1.2316944000012882, 2.6149166000013793, 3.798610700001518, 4.598424400001022, 5.248052200000529, 5.997792500000287, 6.898260500000106, 7.931357800000114]","[3, 4, 7, 5, 3, 1, 7, 0]","[3, 4, 7, 5, 3, 1, 3, 4]",False
70,1,"[0.8814294999992853, 1.6148804999993445]","[0, 3]","[0, 3]",True
70,2,"[1.0322778999998263, 1.6984250000004977]","[4, 2]","[4, 2]",True
70,3,"[0.9147959999991144, 1.565266599998722]","[2, 4]","[2, 4]",True
70,4,"[0.8153456000000006, 1.2317282000003615, 1.9650760999993508]","[7, 7, 3]","[7, 7, 3]",True
70,5,"[0.9984500999999, 1.3152358000006643, 1.931418100000883]","[3, 3, 1]","[3, 3, 1]",True
70,6,"[0.7641328999998223, 1.23123509999823, 2.081283199999234]","[0, 3, 6]","[0, 3, 6]",True
70,7,"[0.7479056000011042, 1.1319672999998147, 1.7653119000005972, 2.5311230000006617]","[1, 4, 2, 1]","[1, 4, 2, 1]",True
70,8,"[0.731818000000203, 1.4815348000011, 1.765024899999844, 2.3651444999995874]","[5, 2, 2, 5]","[5, 2, 2, 5]",True
70,9,"[1.1145837000003667, 1.7650082000000111, 2.4148740000000544, 2.7317070000008243]","[0, 7, 6, 6]","[0, 7, 6, 6]",True
70,10,"[0.5651723000009952, 1.1319442000003619, 1.8309191999996983, 2.281536500000584, 2.8815106000001833]","[6, 8, 0, 4, 3]","[6, 8, 0, 4, 3]",True
70,11,"[0.7144741000010981, 1.3314614999999321, 1.964872500000638, 3.1987859000000753, 3.764639300001363]","[0, 1, 2, 8, 3]","[0, 1, 2, 8, 3]",True
70,12,"[0.8818783999995503, 1.500371999998606, 2.131189199999426, 3.1481592999989516, 3.6819364999992104]","[7, 6, 0, 4, 6]","[7, 6, 0, 4, 6]",True
70,13,"[0.8310715000006894, 1.281337500000518, 2.015301299999919, 2.681298400000742, 3.2149356999998417, 3.8650527999998303]","[1, 1, 8, 1, 3, 6]","[1, 1, 8, 1, 3, 6]",True
70,14,"[0.7817480000012438, 1.6983458000013343, 2.2980867000005674, 2.797832300000664, 3.5497508000007656, 4.0646069000013085]","[8, 7, 5, 1, 0, 8]","[8, 7, 5, 1, 0, 4]",False
70,15,"[1.716866000000664, 2.0814838000005693, 2.8809634000008373, 3.5313945000016247, 4.248140500001682, 6.366176800000176]","[8, 8, 4, 6, 8, 7]","[8, 8, 4, 6, 8, 7]",True
70,16,"[0.6481690000000526, 1.131661499999609, 2.1319610999998986, 7.031045699999595, 8.081529499999306, 8.731965999999375, 9.565024999999878]","[0, 2, 4, 0, 2, 7, 3]","[0, 2, 4, 0, 2, 7, 3]",True
70,17,"[2.6668003000013414, 3.1817340000015975, 3.948363600000448, 4.815500800001246, 7.398814500000299, 8.131812500001615, 8.431751600001007]","[1, 5, 2, 8, 4, 4, 8]","[1, 5, 2, 8, 8, 4, 4]",False
70,18,"[1.8656580000006215, 2.5981842999990477, 3.598275599999397, 4.331757199999629, 5.099080500000127, 5.898483999999371, 6.4478359000004275]","[8, 1, 2, 4, 7, 8, 1]","[8, 1, 2, 4, 7, 8, 1]",True
70,19,"[1.0818321000006108, 1.8483121000008396, 2.3987355000008392, 3.06512180000027, 3.6315190000004804, 4.098563800000193, 4.5650893000001815, 4.865165400000478]","[3, 4, 6, 4, 1, 5, 7, 7]","[3, 4, 6, 4, 1, 5, 7, 7]",True
70,20,"[1.0990753999994922, 1.7985984000006283, 2.4312501000003977, 3.514678699999422, 8.265101200000572, 9.264930800000002, 9.61522960000002, 10.648209200000565]","[8, 5, 0, 1, 8, 6, 6, 3]","[8, 5, 0, 1, 8, 6, 6, 3]",True
70,21,"[1.765038999999888, 1.998549500000081, 3.2154296999997314, 3.7481477999990602, 4.331718199999159, 5.248561700000209, 5.698315499999808, 6.715054599999348]","[4, 4, 7, 0, 3, 2, 5, 6]","[4, 4, 7, 0, 3, 5, 2, 6]",False
70,22,"[1.1501379999990604, 1.8319704999994428, 2.447767699999531, 2.798007499999585, 3.414506999999503, 4.132100299999365, 5.431025699999736, 6.047886599999401, 6.2978775999999925]","[3, 8, 8, 1, 2, 7, 4, 4, 1]","[3, 8, 1, 1, 2, 7, 1, 4, 4]",False
70,23,"[1.5656589999998687, 2.415242199998829, 2.8318758999994316, 3.5483893000000535, 5.598763500000132, 8.81456849999995, 10.581286599999657, 10.847918600000412, 11.551061799998934]","[8, 4, 4, 2, 7, 8, 1, 1, 0]","[8, 4, 4, 2, 7, 1, 0, 0, 5]",False
70,24,"[1.9490356999995129, 2.165034999999989, 2.8655560000006517, 3.3649492999993527, 3.815318799999659, 4.59853590000057, 5.1315491999994265, 5.681601000000228, 6.46531479999976]","[5, 5, 8, 3, 6, 5, 1, 0, 5]","[5, 5, 8, 3, 6, 5, 1, 0, 5]",True
70,25,"[0.7317090999986249, 0.9483962999984215, 1.7156400999992911, 2.047996699999203, 2.6145360999998957, 3.3313259999995353, 3.814530099998592, 4.398561799998788, 6.814339699998527, 7.648198599999887]","[5, 5, 1, 1, 0, 3, 8, 4, 0, 8]","[5, 5, 1, 1, 0, 4, 3, 8, 0, 4]",False
70,26,"[0.8484883999990416, 1.4485181000000011, 2.3981821999987005, 3.3486505999990186, 4.231530899998688, 5.548247499998979, 6.365482399998655, 7.281396599999425, 8.03262839999843, 9.498200500000166]","[5, 2, 6, 2, 4, 8, 6, 1, 8, 3]","[5, 6, 2, 8, 3, 4, 8, 3, 4, 5]",False
70,27,"[1.8485109000012017, 2.4652728000000934, 2.69853460000013, 3.2812788000010187, 3.9648213000000396, 5.381391599999915, 5.931876099999499, 8.364566700000069, 8.614506100000654, 9.098077000000558]","[3, 4, 4, 0, 2, 1, 8, 8, 3, 1]","[3, 4, 4, 0, 2, 1, 8, 1, 1, 4]",False
71,1,"[0.7810735000002751, 1.1639042000006157]","[8, 4]","[8, 4]",True
71,2,"[0.7636619999993854, 1.0308980999998312]","[2, 6]","[2, 6]",True
71,3,"[0.9470641000007163, 1.680663999999524]","[0, 3]","[0, 3]",True
71,4,"[0.8307612000007794, 1.5806142000001273, 2.330619599999409]","[5, 3, 2]","[5, 3, 2]",True
71,5,"[1.1469735999999102, 1.813723499999469, 2.282197599999563]","[0, 1, 8]","[0, 1, 8]",True
71,6,"[1.097717199998442, 1.5640664999991714, 2.1146472999989783]","[7, 4, 5]","[7, 4, 5]",True
71,7,"[0.7304791999995359, 1.4643584999994346, 2.0811933999993926, 2.6975273999996716]","[3, 2, 7, 1]","[3, 2, 7, 1]",True
71,8,"[1.0148457999985112, 1.4307226999990235, 1.8638966999988043, 2.132803899999999]","[8, 4, 2, 6]","[8, 4, 2, 6]",True
71,9,"[1.713652299999012, 1.9643614999986312, 2.3137267000001884, 2.915123599999788]","[5, 1, 1, 5]","[1, 1, 1, 5]",False
71,10,"[0.6973551000010048, 1.2806004000012763, 1.5635246000001644, 2.1643055000004097, 2.81471590000001]","[4, 0, 0, 1, 2]","[4, 0, 0, 1, 2]",True
71,11,"[0.7980523999995057, 1.5310066000001825, 1.963532399999167, 2.531123499999012, 3.064325399998779]","[7, 3, 0, 3, 5]","[7, 3, 0, 3, 5]",True
71,12,"[6.715342399998917, 7.549078699999882, 7.881686900000204, 8.732283100000132, 9.448856400000295]","[8, 7, 4, 8, 4]","[8, 7, 4, 8, 4]",True
71,13,"[0.9980627999993885, 1.3478532999997697, 2.2479693999994197, 2.4645161000007647, 3.314113799999177, 4.180657499999143]","[6, 6, 5, 5, 3, 1]","[6, 6, 5, 5, 3, 1]",True
71,14,"[0.5468115000003309, 1.2811309000007896, 1.9974920000004204, 2.6307888999999705, 3.3312210999993113, 4.030464299999949]","[1, 5, 3, 1, 6, 0]","[1, 5, 3, 1, 6, 0]",True
71,15,"[0.9970718999993551, 1.6476208999993105, 2.264023099998667, 2.8307349999995495, 3.347713699999076, 3.7983288999985234]","[1, 5, 1, 0, 4, 6]","[1, 5, 1, 0, 4, 6]",True
71,16,"[0.7644111999998131, 1.2968216999997821, 1.6806049999995594, 3.664922599999045, 4.130787999998574, 4.481735999999728, 5.015108399999008]","[5, 3, 2, 8, 2, 1, 6]","[5, 0, 3, 8, 2, 8, 6]",False
71,17,"[0.6473998000001302, 1.330984599999283, 2.214529400000174, 3.680414999998902, 4.73092589999942, 5.664701599998807, 5.981558399998903]","[2, 3, 7, 7, 0, 6, 6]","[2, 3, 7, 0, 0, 2, 6]",False
71,18,"[0.9142117999999755, 1.514055699999517, 2.6316812999994, 3.2481439000002865, 3.464329499998712, 3.8818277999998827, 4.34764449999966]","[6, 4, 7, 4, 4, 8, 3]","[6, 4, 7, 4, 4, 8, 3]",True
71,19,"[1.0976862000006804, 5.130615399999442, 5.281507199999396, 5.848072700000557, 6.197827399999369, 9.364780600000813, 10.014800099999775, 10.548633599999448]","[7, 0, 0, 5, 3, 1, 0, 3]","[7, 0, 0, 5, 0, 1, 1, 3]",False
71,20,"[0.997686499998963, 1.7471411999995325, 2.448017400000026, 3.064790599999469, 6.381743299998561, 7.164320699999735, 7.71473369999876, 8.215400499999305]","[7, 0, 6, 8, 1, 3, 4, 7]","[7, 0, 6, 8, 4, 1, 3, 7]",False
71,21,"[0.9976784999998927, 1.7472212000011496, 2.4142750999999407, 3.1812999000012496, 10.415507100000468, 10.79856749999999, 11.415321800001038, 12.01580980000108]","[5, 0, 5, 7, 1, 6, 5, 6]","[7, 0, 5, 7, 6, 1, 2, 7]",False
73,1,"[1.1982132000000547, 1.8655162000000018]","[0, 7]","[0, 7]",True
73,2,"[0.9149592999999641, 2.0155534999998963]","[1, 8]","[1, 8]",True
73,3,"[1.2815687000002072, 1.9818481000002066]","[8, 8]","[8, 8]",True
73,4,"[0.9479857000001175, 1.7152854000000843, 2.481755499999963]","[1, 5, 4]","[1, 5, 4]",True
73,5,"[0.9151615000000675, 1.9314997000001313, 2.749447400000008]","[3, 0, 1]","[3, 0, 1]",True
73,6,"[1.0986491000001024, 1.9815172999999504, 2.7651134000000184]","[8, 2, 3]","[8, 2, 3]",True
73,7,"[1.1481068999999025, 1.8654094999999415, 2.532064999999875, 3.248580499999889]","[2, 7, 7, 5]","[2, 7, 7, 5]",True
73,8,"[1.0317404999998416, 1.698077099999864, 2.415031999999883, 3.0484019000000444]","[6, 0, 2, 7]","[6, 0, 2, 7]",True
73,9,"[0.9485734999998385, 2.0486945999998625, 2.931445799999892, 3.56679599999984]","[3, 8, 3, 5]","[3, 8, 3, 5]",True
73,10,"[1.115626900000052, 1.9815656000000672, 2.798497199999929, 3.5648201999999856, 4.265197899999976]","[8, 3, 3, 2, 8]","[8, 3, 3, 2, 8]",True
73,11,"[1.0153278999998747, 1.848123600000008, 2.648666800000001, 3.33170240000004, 3.8817225000000235]","[7, 0, 5, 6, 3]","[7, 0, 5, 6, 3]",True
73,12,"[0.7816188000001603, 1.6483306000000084, 2.4318393000000924, 3.131177600000001, 3.8316743000000315]","[1, 5, 4, 0, 6]","[1, 5, 4, 0, 6]",True
73,13,"[0.7318168000001606, 1.8646961000001738, 2.6481955000001562, 3.264964100000043, 4.098445200000015, 4.831584600000042]","[7, 3, 4, 1, 5, 4]","[7, 3, 1, 4, 5, 4]",False
73,14,"[1.3314817000000403, 2.0818687000000864, 2.88157369999999, 3.664910100000043, 4.481690800000024, 5.297924800000146]","[1, 1, 3, 1, 1, 3]","[1, 3, 1, 1, 3, 1]",False
73,15,"[1.8816285000000335, 2.6649392000001626, 3.582036700000117, 4.331746900000098, 4.965098600000147, 5.581542099999979]","[1, 4, 3, 7, 4, 4]","[1, 4, 7, 3, 4, 4]",False
76,1,"[0.6321692000001349, 1.2320363999997426]","[7, 4]","[7, 4]",True
76,2,"[0.9153563999998369, 1.3986918000000514]","[8, 8]","[8, 8]",True
76,3,"[0.9986031000007642, 1.5819210000008752]","[4, 3]","[4, 3]",True
76,4,"[0.6323351999999431, 1.2148699999997916, 1.6988573999997243]","[8, 3, 8]","[8, 3, 8]",True
76,5,"[0.7157653000003847, 1.2985906000003524, 1.91533679999975]","[8, 5, 6]","[8, 5, 6]",True
76,6,"[0.648707800000011, 1.4332824000002802, 2.0821077000000514]","[8, 0, 8]","[8, 0, 8]",True
76,7,"[0.7988624999998137, 1.4988297999998395, 2.1647483000006105, 2.914872400000604]","[7, 5, 2, 3]","[7, 5, 2, 3]",True
76,8,"[0.9989147000005687, 1.6330076000003828, 2.0985724000001937, 2.5982612000007066]","[8, 2, 2, 4]","[8, 2, 2, 4]",True
76,9,"[0.8318329000003359, 1.7820237000005363, 2.464808200000334, 2.93223289999969]","[2, 8, 2, 8]","[2, 8, 2, 8]",True
76,10,"[0.5669095999992351, 1.3819716999996672, 1.8317558999997345, 2.648682199999712, 3.0154271999999764]","[3, 4, 4, 5, 5]","[3, 4, 4, 5, 5]",True
76,11,"[0.7311048999999912, 1.2149583000000348, 1.7980844000003344, 2.4813482999998087, 3.115012100000058]","[1, 7, 4, 3, 2]","[1, 7, 4, 3, 2]",True
76,12,"[0.7144484000000375, 1.231479400000353, 1.8146033000002717, 2.3316667000008238, 2.86496360000001]","[0, 1, 2, 4, 6]","[0, 1, 2, 4, 6]",True
76,13,"[0.7484485000004497, 1.3650443000005907, 2.149513900000784, 2.5482549000007566, 3.2153015000003506, 3.548339300000407]","[6, 4, 3, 3, 5, 5]","[6, 4, 3, 3, 5, 5]",True
76,14,"[0.5815259000000879, 0.9483835999999428, 1.5479820000000473, 2.3813637000002927, 3.0314993000001778, 3.464389400000073]","[6, 6, 1, 5, 7, 2]","[6, 6, 1, 5, 7, 2]",True
76,15,"[0.5649213999995482, 1.03098190000037, 1.6485077999996065, 2.3482873000002655, 4.464398199999778, 4.931040100000246]","[7, 0, 4, 8, 0, 3]","[7, 0, 4, 8, 0, 3]",True
76,16,"[2.2817408999999316, 2.831513399999494, 3.5814457999995284, 4.048231099999612, 4.665282500000103, 5.348287399999208, 5.815503999999237]","[3, 1, 0, 5, 1, 1, 8]","[3, 1, 0, 3, 5, 1, 8]",False
76,17,"[0.7986135999999533, 1.1151046000004499, 1.715069300000323, 2.2315893000004507, 2.731843600000502, 3.28148180000062, 3.9314672999998947]","[3, 3, 2, 1, 3, 0, 6]","[3, 3, 2, 1, 3, 2, 0]",False
76,18,"[1.3315483999995195, 1.8984249999994063, 2.315190299999813, 2.4654577999999674, 2.8817227999998067, 3.3485972999997102, 3.965263199999754]","[2, 1, 7, 7, 3, 8, 3]","[2, 1, 7, 7, 3, 8, 3]",True
76,19,"[0.7982271000000765, 2.6153570000005857, 3.015124399999877, 3.665250400000332, 4.398316200000409, 4.7485256999998455, 5.332031300000381, 5.697940400000334]","[1, 5, 5, 3, 5, 5, 7, 0]","[1, 5, 5, 3, 5, 5, 7, 0]",True
76,20,"[0.5834673999997904, 1.2812935000001744, 4.848331600000165, 6.114133500000207, 8.947922199999994, 9.614557800000512, 10.23167740000008, 11.164399899999808]","[8, 1, 5, 1, 3, 3, 4, 3]","[8, 1, 5, 1, 3, 4, 3, 3]",False
76,21,"[0.7483966999998302, 1.281662100000176, 1.8150243000000046, 2.198702599999706, 2.865302100000008, 3.415120200000274, 3.6987005999999383, 4.665484500000275]","[2, 4, 5, 5, 3, 4, 4, 8]","[2, 4, 5, 5, 3, 4, 4, 8]",True
76,22,"[0.9484105999999883, 1.8317203000005975, 4.665312099999937, 5.898423800000273, 6.664936600000146, 7.5312197000002925, 8.964723200000662, 9.765240900000208, 10.264560800000254]","[6, 7, 8, 6, 4, 3, 5, 8, 5]","[6, 7, 8, 6, 4, 3, 5, 8, 5]",True
76,23,"[0.8494662000002791, 1.4319765999998708, 1.915202600000157, 2.6148772999995344, 3.2169279999998253, 4.265196000000287, 6.898628199999621, 7.814610299999913, 10.748279399999774]","[4, 6, 4, 0, 5, 7, 1, 7, 5]","[4, 6, 4, 0, 5, 7, 5, 1, 6]",False
76,24,"[1.9817192000000432, 3.8982498999994277, 4.44850199999928, 4.9318312999994305, 5.631638199999543, 6.098530799999935, 6.564974599999914, 7.031702100000075, 7.498663299999862]","[1, 5, 8, 5, 1, 6, 4, 6, 8]","[1, 5, 8, 5, 1, 6, 4, 6, 8]",True
76,25,"[1.0314735000001747, 1.4318978000001152, 1.948424299999715, 3.0484968999999182, 3.4816868999996586, 4.131901400000061, 5.415147699999579, 5.7650593999997, 6.965302300000076, 7.698377200000323]","[2, 7, 5, 3, 3, 0, 4, 4, 6, 0]","[2, 7, 5, 3, 3, 0, 4, 4, 1, 7]",False
76,26,"[0.7654881999997087, 1.3008052999994106, 2.265190399999483, 2.731544799999938, 3.4987499999997453, 4.515013799999906, 5.181203600000117, 5.581317000000126, 6.0167271000000255, 6.54830739999943]","[7, 3, 4, 7, 7, 5, 5, 4, 3, 1]","[7, 3, 4, 4, 7, 5, 1, 1, 7, 3]",False
76,27,"[0.7979776999991373, 1.5663207999996303, 2.1481466999994154, 2.748841299999185, 3.265242799999214, 3.731917899999644, 4.531215999999404, 4.914843999999903, 5.815423899999587, 6.231865299999299]","[0, 8, 0, 8, 5, 4, 0, 5, 1, 4]","[0, 8, 0, 8, 5, 4, 0, 1, 8, 5]",False
79,1,"[0.7472367000000304, 1.4645565999999235]","[1, 7]","[1, 7]",True
79,2,"[1.7305194000000483, 2.247030999999879]","[1, 1]","[1, 1]",True
79,3,"[0.7815338000000338, 1.5307308999999805]","[8, 4]","[8, 4]",True
79,4,"[0.8642632000000958, 1.3978019000005588, 1.9977314000007027]","[3, 5, 6]","[3, 5, 6]",True
